Neighborhood,Neighborhood Location,Venue,Venue Location,Venue Category,Summary
Studio District,"(43.6595255, -79.34092299999998)",Starbucks,"(43.66064023149168, -79.34246131061278)",Coffee Shop,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Sweat & Soda,"(43.66185374187197, -79.33619591158853)",Café,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",braised,"(43.660451867292366, -79.34334606916272)",American Restaurant,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Reliable Halibut and Chips,"(43.66092959894909, -79.34086306317265)",Seafood Restaurant,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",District 28,"(43.65517388160507, -79.34059760137761)",Coworking Space,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Brooklyn Tavern,"(43.66193697467491, -79.33593786927155)",American Restaurant,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Tiny Record Shop,"(43.659676318766536, -79.34659983505101)",Music Store,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Jimmie Simpson Park,"(43.65922968838468, -79.3450629597167)",Park,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Delica Kitchen,"(43.66080581509536, -79.34150197940215)",Café,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",The Roy Public House,"(43.660451849464096, -79.34299382973943)",Bar,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Spirit Loft Yoga,"(43.66354815944136, -79.3413327874046)",Yoga Studio,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",The Thirsty Duck,"(43.66113846977925, -79.34010994796954)",Gastropub,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",7-Eleven,"(43.660897, -79.340159)",Convenience Store,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",TD Canada Trust,"(43.660659451666845, -79.34277481866047)",Bank,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Good Neighbour,"(43.6610004575794, -79.34029809683763)",Clothing Store,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Barrio Cerveceria,"(43.66043013260822, -79.34350897486634)",Latin American Restaurant,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Dwell Gym,"(43.6634116374049, -79.3411044597478)",Gym / Fitness Center,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Saulter Street Brewery,"(43.6584115679406, -79.34639217979787)",Brewery,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Gale's Snack Bar,"(43.65837869775524, -79.33899625477554)",Diner,This spot is popular
Studio District,"(43.6595255, -79.34092299999998)",Pizza Thick,"(43.661464, -79.338656)",Pizza Place,This spot is popular
Lawrence Park,"(43.7280205, -79.3887901)",Lawrence Park Ravine,"(43.72696303913755, -79.39438246708775)",Park,This spot is popular
Lawrence Park,"(43.7280205, -79.3887901)",Dim Sum Deluxe,"(43.72695269460939, -79.39426004519044)",Dim Sum Restaurant,This spot is popular
Lawrence Park,"(43.7280205, -79.3887901)",Zodiac Swim School,"(43.72853205765438, -79.3828602612317)",Swim School,This spot is popular
Lawrence Park,"(43.7280205, -79.3887901)",TTC Bus #162 - Lawrence-Donway,"(43.72802605799448, -79.38280527753858)",Bus Line,This spot is popular
Davisville North,"(43.7127511, -79.3901975)",Sherwood Park,"(43.71655100307589, -79.38777567141624)",Park,This spot is popular
Davisville North,"(43.7127511, -79.3901975)",Summerhill Market North,"(43.71549914910689, -79.39288125988016)",Food & Drink Shop,This spot is popular
Davisville North,"(43.7127511, -79.3901975)",Homeway Restaurant & Brunch,"(43.71264120397444, -79.39155655199944)",Breakfast Spot,This spot is popular
Davisville North,"(43.7127511, -79.3901975)",Best Western Roehampton Hotel & Suites,"(43.7088783, -79.3908798)",Hotel,This spot is popular
Davisville North,"(43.7127511, -79.3901975)",Subway,"(43.708377580939676, -79.390473242753)",Sandwich Place,This spot is popular
Davisville North,"(43.7127511, -79.3901975)",Gym,"(43.71312601210131, -79.39353747528043)",Gym,This spot is popular
Davisville North,"(43.7127511, -79.3901975)",Hero Certified Burgers,"(43.708632833728444, -79.39029641345645)",Burger Joint,This spot is popular
Davisville North,"(43.7127511, -79.3901975)",Winners,"(43.71323606413252, -79.3938728363979)",Clothing Store,This spot is popular
Davisville North,"(43.7127511, -79.3901975)",Love To Dance,"(43.70838672789582, -79.39055765587766)",Dance Studio,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Uncle Betty's Diner,"(43.7144524368588, -79.40009057656115)",Diner,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Barreworks,"(43.71407030751952, -79.40010911522093)",Yoga Studio,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Civello Salon,"(43.71511093497453, -79.40030409940266)",Salon / Barbershop,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Starbucks,"(43.71545573067855, -79.40030317600592)",Coffee Shop,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",lululemon,"(43.7134754, -79.4000843)",Sporting Goods Shop,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Tio's Urban Mexican,"(43.71463, -79.4)",Mexican Restaurant,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Nailsense,"(43.71746731916717, -79.40065341489495)",Spa,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",C'est Bon,"(43.71678474928588, -79.40040634837081)",Chinese Restaurant,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",A&W,"(43.715124, -79.400017)",Fast Food Restaurant,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Sporting Life,"(43.71627717160474, -79.40024796918705)",Sporting Goods Shop,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Dufflet Pastries,"(43.71572948229811, -79.40028336157728)",Dessert Shop,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Tim Hortons,"(43.71489400011398, -79.39977586269379)",Coffee Shop,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Subway,"(43.71681812785994, -79.40013572643659)",Sandwich Place,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Gap,"(43.71544977487359, -79.40008916661074)",Clothing Store,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",St. Clements - Yonge Parkette,"(43.71206179547874, -79.40425523454469)",Park,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Roots,"(43.716193862387414, -79.40066099166876)",Clothing Store,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Gap,"(43.714009, -79.399959)",Clothing Store,This spot is popular
North Toronto West,"(43.7153834, -79.40567840000001)",Budget Car & Truck Rental,"(43.718479, -79.401165)",Rental Car Location,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Thobors Boulangerie Patisserie Café,"(43.704513877453266, -79.38861602551758)",Café,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Jules Cafe Patisserie,"(43.70413799694304, -79.38841260442167)",Dessert Shop,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Marigold Indian Bistro,"(43.702880859375, -79.38800811767578)",Indian Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",XO Gelato,"(43.70517671239303, -79.3887930388649)",Dessert Shop,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Viva Napoli,"(43.70575225315343, -79.38912464296774)",Pizza Place,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Sakae Sushi,"(43.70494407149989, -79.38870408604551)",Sushi Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Zee Grill,"(43.70498511291793, -79.38847622354874)",Seafood Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Starbucks,"(43.70608372289573, -79.38935494537283)",Coffee Shop,This spot is popular
Davisville,"(43.7043244, -79.3887901)",June Rowlands Park,"(43.70051698238234, -79.38918866607341)",Park,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Florentia Ristorante,"(43.703594, -79.3879846)",Italian Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Smoked & Cracked,"(43.70190375366434, -79.38761622708451)",Seafood Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Bread and Butter,"(43.70158248227423, -79.3873587869354)",Sandwich Place,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Mastermind Toys,"(43.704839243420075, -79.38854629838522)",Toy / Game Store,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Thai Spicy House,"(43.7019616162845, -79.3875129672506)",Thai Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Granite Brewery,"(43.70799119535042, -79.38994275728216)",Brewery,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Flaky Tart,"(43.70653850357435, -79.38961139953942)",Dessert Shop,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Positano,"(43.704558, -79.38863854)",Italian Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Hokkaido Sushi,"(43.708081718364554, -79.38999467246003)",Sushi Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Crossfit Metric,"(43.70747956557104, -79.38985687683696)",Gym,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Hazel's Diner,"(43.70210267511542, -79.3876176468172)",Diner,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Starving Artist,"(43.701538, -79.38724)",Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Marcheleo's Gourmet Marketplace,"(43.70804065392919, -79.39219480282117)",Gourmet Shop,This spot is popular
Davisville,"(43.7043244, -79.3887901)",souvlaki express,"(43.70737794652891, -79.38984793934696)",Greek Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Meow Cat Cafe,"(43.702927, -79.38819)",Café,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Apple Tree Farmer's Market,"(43.70032613903132, -79.38976045544334)",Farmers Market,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Second Cup,"(43.704344001380505, -79.38865888961692)",Coffee Shop,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Subway,"(43.70174172309233, -79.38759973282761)",Sandwich Place,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Pizza Pizza,"(43.70613821755869, -79.38929246805056)",Pizza Place,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Shoppers Drug Mart,"(43.70770180100904, -79.38985224627127)",Pharmacy,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Subway,"(43.708377580939676, -79.390473242753)",Sandwich Place,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Kidnasium,"(43.706938885972804, -79.3895295409309)",Indoor Play Area,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Dollarama,"(43.707036357805464, -79.38975650511097)",Discount Store,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Hero Certified Burgers,"(43.708632833728444, -79.39029641345645)",Burger Joint,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Oisie sushi,"(43.7083013094919, -79.38842444207054)",Japanese Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Provocative Pizza Series,"(43.708293114505096, -79.38954603484376)",Pizza Place,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Imbiss Restaurant,"(43.70844884848459, -79.39027380979057)",Restaurant,This spot is popular
Davisville,"(43.7043244, -79.3887901)",Popeyes Louisiana Kitchen,"(43.707963392205365, -79.39205353943308)",Fried Chicken Joint,This spot is popular
"Moore Park, Summerhill East","(43.6895743, -79.38315990000001)",Loring-Wyle Parkette,"(43.690270427217385, -79.3834375880377)",Park,This spot is popular
"Moore Park, Summerhill East","(43.6895743, -79.38315990000001)",Moorevale Park,"(43.693609879336925, -79.38346507970056)",Playground,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Downtown Toronto,"(43.65323167517444, -79.38529600606677)",Neighborhood,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Nathan Phillips Square,"(43.65227047322295, -79.38351631164551)",Plaza,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Eggspectation Bell Trinity Square,"(43.65314383888587, -79.38198016678167)",Breakfast Spot,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Indigo,"(43.65351471121164, -79.38069591056922)",Bookstore,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Old City Hall,"(43.652008800876125, -79.3817442232328)",Monument / Landmark,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",CF Toronto Eaton Centre,"(43.65414829177793, -79.38063889404071)",Shopping Mall,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Bannock,"(43.652101173138405, -79.38117828399939)",Restaurant,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",LUSH,"(43.653557, -79.3804)",Cosmetics Shop,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Apple Eaton Centre,"(43.652823, -79.380615)",Electronics Store,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",M Square Coffee Co,"(43.65121797253777, -79.38355459932247)",Coffee Shop,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Noodle King,"(43.65170632794881, -79.38304628912547)",Asian Restaurant,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Japango,"(43.65526771691681, -79.38516506734886)",Sushi Restaurant,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Urban Herbivore,"(43.65497185575342, -79.38085556030273)",Vegetarian / Vegan Restaurant,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Hudson's Bay,"(43.652039815876805, -79.38039146122816)",Department Store,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Bell Trinity Square,"(43.65347479872822, -79.38246987630343)",Office,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Crepe Delicious,"(43.654536488277245, -79.38088885547485)",Food Court,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",SEPHORA,"(43.65356, -79.380022)",Cosmetics Shop,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Roots,"(43.65361341708363, -79.38024401664734)",Clothing Store,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Textile Museum of Canada,"(43.65439630500274, -79.38650010906946)",Art Museum,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Nordstrom,"(43.655041, -79.3809665)",Clothing Store,This spot is popular
"Deer Park, Forest Hill SE, Rathnelly, South Hill, Summerhill West","(43.653226000000004, -79.3831843)",Chatime 日出茶太,"(43.65554164147378, -79.38468427043244)",Bubble Tea Shop,This spot is popular
