Area,Latitude,Longitude,Northeast Bound,Southwest Bound,county_radius
"Brooks, Texas",27.024351154641245,-98.26283430048,"(27.2652019, -97.985457)","(26.780917, -98.536642)",38317.657903943684
"Brown, Texas",31.764769980603205,-98.93870232472428,"(32.0795971, -98.6684409)","(31.4481859, -99.20360079999999)",43266.25999322404
"Burnet, Texas",30.750029032617075,-98.23436175254987,"(30.7855219, -98.208175)","(30.714521, -98.26048499999999)",4665.69239404529
"Camp, Texas",32.99054984404472,-94.9366543494315,"(33.077419, -94.719926)","(32.9024439, -95.152619)",22434.474149463127
"Cass, Texas",33.09699873705471,-94.35022550030094,"(33.3120568, -94.0427299)","(32.8794989, -94.65400009999999)",37294.328546279336
"Castro, Texas",34.531339344474944,-102.263390858179,"(34.7481901, -101.997978)","(34.312725, -102.525833)",34218.05646274202
"Cherokee, Texas",30.98035985081285,-98.70904827370222,"(30.9865849, -98.6997549)","(30.9741323, -98.71833889999999)",1124.4449339756122
"Childress, Texas",34.42750358589625,-100.25262706546967,"(34.4465659, -100.1911579)","(34.4083529, -100.314066)",6034.3809914013755
"Cochran, Texas",33.60729527140546,-102.82710508737479,"(33.8251379, -102.594836)","(33.3880679, -103.056654)",32362.522001095567
Colorado CountyTexas,29.606397732873205,-96.5286820327256,"(29.9615161, -96.175422)","(29.24780389999999, -96.8742219)",52118.54988527243
"Comanche, Texas",31.905553859462042,-98.60725401389365,"(31.9260649, -98.5812459)","(31.885024, -98.63323390000001)",3350.1560721024907
"Cooke, Texas",33.68727676005836,-97.21745352885905,"(33.956395, -96.94334099999999)","(33.41641, -97.4870639)",39179.230597634894
"Cottle, Texas",34.07570492923612,-100.25990871743379,"(34.314102, -99.997621)","(33.8356069, -100.518692)",35829.86670845941
"Crane, Texas",31.39176154409101,-102.34852245105775,"(31.404579, -102.3352619)","(31.3789391, -102.3617739)",1900.0434007112776
"Crockett, Texas",31.318473568726347,-95.45616559069414,"(31.3462281, -95.42878499999999)","(31.2907, -95.483498)",4032.389069527989
"Culberson, Texas",31.3345865815501,-104.48118239372621,"(32.000664, -104.024521)","(30.6636261, -104.918691)",85615.41652026426
"Dallam, Texas",36.280089803418356,-102.60418188977626,"(36.5007041, -102.1624239)","(36.0549749, -103.041923)",46638.062197232066
"Dawson, Texas",31.893834288796448,-96.7140435176874,"(31.906746, -96.69960309999999)","(31.880917, -96.728473)",1978.8261660182866
"Deaf Smith, Texas",34.96895805152898,-102.60724245012038,"(35.1872499, -102.167444)","(34.7460239, -103.043261)",46919.6287214167
"DeWitt, Texas",29.101262464395326,-97.36855591652365,"(29.384488, -96.976378)","(28.8133001, -97.75511)",49385.31680627969
"Dickens, Texas",33.62191124817066,-100.83847030947628,"(33.6274919, -100.8248571)","(33.616326, -100.852081)",1406.751716925071
"Dimmit, Texas",28.425006047559755,-99.75593009637693,"(28.6481219, -99.394177)","(28.1978191, -100.114345)",43239.09241520542
"Donley, Texas",34.966470209449604,-100.8164425978575,"(35.183327, -100.5389781)","(34.747723, -101.090753)",34917.18399026277
"Edwards, Texas",29.96034883656345,-100.2311227835014,"(30.2906981, -99.754142)","(29.623263, -100.700845)",58811.49442116787
"Erath, Texas",32.21686668753479,-98.21087868664468,"(32.5130391, -97.864864)","(31.917511, -98.5511581)",46251.74893591016
"Fannin, Texas",28.694704097880276,-97.23508787734643,"(28.6989992, -97.2243994)","(28.6904056, -97.245775)",1147.9330951806992
"Fayette, Texas",29.898334978695733,-96.94643139452653,"(30.1643501, -96.5698439)","(29.6280889, -97.317893)",46786.858142908975
Floyd CountyTexas,34.07238081802648,-101.30487143736762,"(34.3125749, -101.0411581)","(33.8304508, -101.5651028)",36066.1307466676
"Foard, Texas",33.98897622396759,-99.76352355420325,"(34.2420239, -99.474498)","(33.733849, -100.0484799)",38715.85802634559
"Franklin, Texas",31.025241342249473,-96.48671079588895,"(31.035825, -96.47041109999999)","(31.01465, -96.5030019)",1949.0078212046938
"Freestone, Texas",31.71470134160046,-96.14128441457945,"(32.0125, -95.7796779)","(31.413392, -96.49671289999999)",47554.088832681955
"Frio, Texas",28.867532896410932,-99.10901412528827,"(29.09154, -98.80084099999999)","(28.640566, -99.4138799)",38979.20356810875
"Gaines, Texas",32.743255075401606,-102.63560038951104,"(32.959503, -102.202703)","(32.522193, -103.065078)",47172.10803542463
"Garza, Texas",33.18001910183907,-101.29948132261734,"(33.397221, -101.03839)","(32.9610249, -101.5576168)",34231.29066517555
"Gillespie, Texas",30.31894099733253,-98.9471443205767,"(30.4998871, -98.587785)","(30.1342981, -99.30401490000001)",39990.110817404304
"Glasscock, Texas",31.87011156493248,-101.52158643654808,"(32.0875331, -101.2642161)","(31.650854, -101.7760849)",34248.621399292766
"Gonzales, Texas",29.504756901598903,-97.44216163659932,"(29.53786199999999, -97.41239189999999)","(29.4716271, -97.47186909999999)",4668.4753841202255
"Gray, Texas",35.40222832835337,-100.81388677542093,"(35.6204848, -100.538144)","(35.1821399, -101.086438)",34815.41766330319
"Grimes, Texas",30.54483905377867,-95.99863628042452,"(30.86412499999999, -95.804197)","(30.225187, -96.1883139)",39999.18518033986
"Hale, Texas",34.06978351580508,-101.82875896545504,"(34.3131319, -101.56358)","(33.8246749, -102.0904149)",36416.11299674473
"Hall, Texas",34.531442924544635,-100.68259919780624,"(34.748356, -100.415748)","(34.3127591, -100.9463721)",34316.78687544241
"Hansford, Texas",36.27817540423998,-101.35596937048507,"(36.499583, -101.084793)","(36.05506, -101.623915)",34576.78653574255
"Harrison, Texas",32.56127180074054,-94.37466248742832,"(32.7930869, -94.0428171)","(32.3265489, -94.702201)",40368.67068211442
"Hartley, Texas",35.889256760962894,-102.39319932126844,"(35.9061971, -102.3617881)","(35.872293, -102.424588)",3402.4275467317125
"Haskell, Texas",33.159907421982,-99.73248922154677,"(33.178561, -99.713703)","(33.1412449, -99.751255)",2711.1774691903634
"Hemphill, Texas",31.343569345777073,-93.85462142783543,"(31.3564429, -93.83424690000001)","(31.330684, -93.874982)",2407.4803058415387
"Henderson, Texas",32.159350886248816,-94.7938564294754,"(32.197341, -94.75188899999999)","(32.121316, -94.8357259)",5780.337306566381
"Hill, Texas",31.98927240799673,-97.11094345447427,"(32.2654511, -96.7191139)","(31.708887, -97.497113)",48010.06963105481
"Hockley, Texas",30.02924892156507,-95.84460305336457,"(30.0366794, -95.83203139999999)","(30.0218137, -95.85717029999999)",1465.9116541540782
"Hopkins, Texas",33.1698180762682,-95.5871067837327,"(33.37719010000001, -95.3076299)","(32.96043400000001, -95.863332)",34740.564763323135
"Houston, Texas",29.819425501246524,-95.40441639368245,"(30.1107319, -95.014496)","(29.523624, -95.78808690000001)",49589.91541057466
"Howard, Texas",32.3070954949975,-101.43623918316622,"(32.5252279, -101.174534)","(32.087097, -101.6950109)",34512.77104498925
"Hutchinson, Texas",35.84059866209992,-101.35613252712768,"(36.055405, -101.085728)","(35.6240569, -101.6234659)",34106.86085169586
"Jack, Texas",33.23502819370203,-98.1740597926521,"(33.4671289, -97.918128)","(33.0012839, -98.42655289999999)",35073.95505257665
"Jackson, Texas",29.048019594859934,-95.44059813130829,"(29.1211931, -95.3676519)","(28.974693, -95.5132089)",10780.358928115913
"Jasper, Texas",30.924434963457514,-93.99180531919316,"(30.9667121, -93.9471399)","(30.8821059, -94.036351)",6339.3263068197975
"Jeff Davis, Texas",30.766462159043567,-104.21366124998221,"(31.105163, -103.439976)","(30.412202, -104.9800131)",83336.02370948828
"Jim Hogg, Texas",27.07250951129639,-98.68862546371079,"(27.359101, -98.4178828)","(26.7835349, -98.9547709)",41567.168512527074
"Jim Wells, Texas",27.65985727788682,-98.01584875620817,"(28.0579659, -97.789166)","(27.2609809, -98.235497)",49444.681863761405
"Karnes, Texas",28.94633947468063,-97.88519935303866,"(29.2217479, -97.57463899999999)","(28.667981, -98.190991)",42965.406995361576
"Kenedy, Texas",28.81469834913708,-97.85122565919649,"(28.834335, -97.8322951)","(28.7950509, -97.87013379999999)",2854.921870172447
Kent CountyTexas,33.181888991642424,-100.77946396948057,"(33.3990608, -100.5170481)","(32.9629101, -101.038883)",34316.35034428671
"Kerr, Texas",30.03866423004697,-99.33995307167115,"(30.2906981, -98.9177249)","(29.781398, -99.757621)",49398.736665529585
"Kimble, Texas",30.50120816825452,-99.71093028400436,"(30.711019, -99.30171790000001)","(30.286653, -100.1168731)",45691.34182019832
"Kinney, Texas",29.355898177510415,-100.4563925915289,"(29.623897, -100.111231)","(29.0842609, -100.797073)",44763.34646632207
"Kleberg, Texas",27.425635189902557,-97.6140481700766,"(27.6359339, -97.1650969)","(27.208993, -98.0598009)",50226.4357754515
"Knox, Texas",33.61763134344724,-99.73599626559725,"(33.83607990000001, -99.4724439)","(33.3974041, -99.9964339)",34404.98561517376
Lamar CountyTexas,33.661194690083626,-95.58538911830703,"(33.9430568, -95.3080719)","(33.3776528, -95.857738)",40457.88993319541
"Lamb, Texas",34.069841098596015,-102.35241554510905,"(34.31329710000001, -102.085733)","(33.8245961, -102.615598)",36518.09146764266
"La Salle, Texas",28.340352277126982,-99.10105749057445,"(28.647487, -98.8000639)","(28.0304189, -99.396693)",45023.763139077644
"Lavaca, Texas",29.34974093036856,-96.9030134509949,"(29.6327061, -96.56055490000001)","(29.06324399999999, -97.2401079)",45679.82649069959
"Lee, Texas",30.296375310799302,-96.9903101656834,"(30.55717, -96.640586)","(30.032, -97.33521300000001)",44325.16190452781
"Leon, Texas",31.315381868991963,-95.99707597257009,"(31.654093, -95.6557179)","(30.973718, -96.331246)",49623.04556026225
"Limestone, Texas",31.519559595434256,-96.58738828138486,"(31.814887, -96.23662879999999)","(31.2209, -96.93221489999999)",46677.28337548981
"Lipscomb, Texas",36.22020613042061,-100.25931238506429,"(36.238788, -100.2273078)","(36.2015999, -100.2912891)",3539.8796008597137
"Live Oak, Texas",29.5554934204364,-98.33980262500279,"(29.580528, -98.3182651)","(29.530446, -98.361306)",3472.183497255196
"Llano, Texas",30.758872291378363,-98.67798576450194,"(30.790815, -98.639686)","(30.726887, -98.7162199)",5097.383066714378
"Loving, Texas",33.26280560777887,-98.51535844381631,"(33.2722321, -98.5017539)","(33.2533742, -98.52895649999999)",1643.073492907697
"Madison, Texas",30.96000401916279,-95.92730213839798,"(31.0942119, -95.61188990000001)","(30.822997, -96.2410929)",33628.22654599709
"Marion, Texas",29.571341653080456,-98.14031053149259,"(29.5816461, -98.12739309999999)","(29.5610321, -98.153221)",1694.448430494346
"Mason, Texas",30.74828533668767,-99.2265891755328,"(30.762881, -99.2018458)","(30.733672, -99.2513171)",2869.16112719187
"Matagorda, Texas",28.695621425971176,-95.96653590044214,"(28.709225, -95.9525911)","(28.682012, -95.9804691)",2032.2237802331174
"Maverick, Texas",28.64246717477849,-100.39388318445995,"(29.086318, -100.111406)","(28.196837, -100.667548)",56387.572000657325
"McCulloch, Texas",31.218022993843036,-99.34929401115954,"(31.4937229, -99.090603)","(30.940553, -99.60370979999999)",39246.22802301603
"McMullen, Texas",28.353539103807726,-98.57102881639567,"(28.648386, -98.3341949)","(28.057127, -98.803325)",40067.7270436204
"Menard, Texas",30.91959601671563,-99.78108634669877,"(30.9379299, -99.768761)","(30.901259, -99.793396)",2349.3243377536483
"Milam, Texas",31.452479975692814,-93.79134255506872,"(31.5221369, -93.735945)","(31.382767, -93.8464659)",9346.477623195562
"Mills, Texas",31.47898086768953,-98.63308796008872,"(31.7236079, -98.266795)","(31.2305819, -98.995043)",44097.72237597227
"Mitchell, Texas",32.307692930814774,-100.92382339484921,"(32.5281169, -100.660626)","(32.0853859, -101.183997)",34790.76248837603
"Montague, Texas",33.66483497391275,-97.71972504625495,"(33.679614, -97.708833)","(33.6500539, -97.730606)",1925.4655264266505
"Moore, Texas",29.035051079647182,-99.01263883692042,"(29.091223, -98.9470499)","(28.978745, -99.0780329)",8919.42477926762
"Morris, Texas",33.12229837885679,-94.73700792855195,"(33.365972, -94.6521941)","(32.8791608, -94.8198281)",28157.715826317206
"Nacogdoches, Texas",31.615814873878655,-94.6431304664867,"(31.6728381, -94.5928789)","(31.558736, -94.69318899999999)",7918.240158563401
"Nolan, Texas",32.27227980217921,-100.24249447043954,"(32.2759145, -100.2367544)","(32.2686442, -100.2482336)",674.4655643397857
"Ochiltree, Texas",36.27908440658612,-100.81748856272519,"(36.4999259, -100.545979)","(36.0565361, -101.0857449)",34553.111211156895
"Palo Pinto, Texas",32.76915109928944,-98.2995209328379,"(32.779359, -98.2898429)","(32.7589409, -98.3091929)",1450.4268569464284
"Panola, Texas",32.184938056364985,-94.31045062602966,"(32.394355, -94.01563)","(31.973193, -94.6017969)",36200.7535078785
"Parmer, Texas",34.530839459747334,-102.78592559338628,"(34.747698, -102.525123)","(34.3122771, -103.0438161)",33919.4614286645
"Pecos, Texas",31.405378475142847,-103.50628438193795,"(31.438783, -103.4748181)","(31.3719461, -103.537693)",4761.214843691065
"Polk, Texas",30.819196324224617,-94.8725139041508,"(31.146528, -94.537932)","(30.489002, -95.2001799)",48357.55013133872
"Presidio, Texas",29.55872252832103,-104.36828125483588,"(29.5717051, -104.340464)","(29.5457189, -104.3960889)",3056.259946236531
"Rains, Texas",32.84622419610634,-95.81181828641017,"(32.9802269, -95.6349489)","(32.7114019, -95.9873581)",22239.612924798785
"Reagan, Texas",31.214291808700764,-96.78173665466265,"(31.2222561, -96.7737063)","(31.2063258, -96.7897631)",1168.4337725851253
"Real, Texas",29.853721986570825,-99.83380363722775,"(30.082356, -99.6008619)","(29.623495, -100.0637409)",33879.53484723483
"Red River, Texas",33.64086664411746,-95.02478541341083,"(33.962674, -94.7323289)","(33.3173649, -95.3110348)",44804.90183682847
"Reeves, Texas",31.387441503293076,-103.56612278713645,"(32.0001242, -103.0108419)","(30.76647, -104.102354)",85944.75025964864
"Refugio, Texas",28.30801616651899,-97.27597069997658,"(28.324673, -97.2663369)","(28.291358, -97.2855919)",2073.727243214344
"Roberts, Texas",35.839428899494465,-100.81443456000173,"(36.0579898, -100.539512)","(35.6190799, -101.086146)",34689.40973155342
"Runnels, Texas",31.830602714425083,-99.97694461531768,"(32.0826559, -99.7139519)","(31.576688, -100.2361889)",37407.32715139704
"Sabine, Texas",31.373668680755607,-93.82374706870415,"(31.6118791, -93.59496990000001)","(31.1342461, -94.048926)",34206.17661026774
"San Augustine, Texas",31.529653138770655,-94.11075728622852,"(31.545074, -94.09124299999999)","(31.5142219, -94.1302539)",2521.4663314055174
"San Jacinto, Texas",30.613944823839073,-95.09701357820566,"(30.906719, -94.829719)","(30.31945, -95.359156)",41333.65739428347
"Schleicher, Texas",30.899855263842976,-100.54010500595663,"(31.088732, -100.1152159)","(30.706071, -100.962364)",45766.22033332768
"Scurry, Texas",32.51133504937563,-96.38659798206339,"(32.5294289, -96.36423099999999)","(32.4932279, -96.408942)",2905.597005220977
Shelby CountyTexas,31.776441627165067,-94.15479884701266,"(31.97985589999999, -93.7944619)","(31.5694191, -94.511431)",40879.95800165547
"Sherman, Texas",33.61955624353803,-96.63196991860956,"(33.7090059, -96.5494909)","(33.529958, -96.713976)",12528.0436086565
"Starr, Texas",26.513515031115517,-98.74880654907486,"(26.785694, -98.3206699)","(26.235179, -99.17206089999999)",52299.04506480199
"Stephens, Texas",32.736865870489254,-98.83742332008435,"(32.957236, -98.575616)","(32.51469, -99.0960569)",34611.67678249998
"Sterling, Texas",31.822528773547287,-101.04642999430142,"(32.0873219, -100.821594)","(31.556462, -101.267639)",36248.140854919264
"Stonewall, Texas",30.24543737142957,-98.65629166973915,"(30.286324, -98.624183)","(30.204525, -98.6883139)",5485.502553064559
"Sutton, Texas",30.501433852986022,-100.54007116915531,"(30.71036599999999, -100.116161)","(30.2874769, -100.960824)",46878.646192224296
"Swisher, Texas",34.53116412270415,-101.73643702459624,"(34.7483689, -101.471333)","(34.312204, -101.9985329)",34225.5621249091
"Terry, Texas",33.17498000502565,-102.33666331459582,"(33.389586, -102.075382)","(32.95857100000001, -102.5951061)",34043.18381930556
"Throckmorton, Texas",33.18384640376588,-99.18308596123548,"(33.197342, -99.167097)","(33.1703441, -99.19906309999999)",2112.6738840742405
"Titus, Texas",33.190667900617846,-94.96862272950018,"(33.39848, -94.80878279999999)","(32.982453, -95.12612999999999)",27438.502344136636
"Trinity, Texas",30.93876138125813,-95.36984523700785,"(30.963592, -95.347642)","(30.9139189, -95.392012)",3475.5971579820202
"Tyler, Texas",32.33086755921624,-95.32777015000991,"(32.4309281, -95.1933069)","(32.230322, -95.46148)",16829.204587091313
Upton CountyTexas,31.36672229608767,-102.04870701588062,"(31.6516349, -101.77499)","(31.0797511, -102.31805)",40914.869152248495
"Uvalde, Texas",29.212794661412357,-99.77498770213404,"(29.2415769, -99.7349929)","(29.1839629, -99.8149289)",5029.985142834055
"Val Verde, Texas",29.767308221406285,-101.23765129574032,"(30.288527, -100.6991411)","(29.237579, -101.7609241)",77695.15320718403
"Van Zandt, Texas",32.598113398180026,-95.76507993872495,"(32.8385071, -95.4490869)","(32.355097, -96.07680090000001)",39853.62223369145
"Walker, Texas",30.782165455825155,-95.59764333298915,"(31.058098, -95.3274819)","(30.5043688, -95.86308190000001)",40033.78942802275
"Ward, Texas",31.461778248708068,-103.19029549284167,"(31.65180299999999, -102.7672461)","(31.267096, -103.610887)",45465.451511841195
"Washington, Texas",30.223955552487652,-96.43899647048981,"(30.39989, -96.08083889999999)","(30.044283, -96.794552)",39628.95187281838
"Wharton, Texas",29.301592488762555,-96.11117591163509,"(29.359222, -96.0599309)","(29.2438921, -96.162228)",8097.932826291306
"Wheeler, Texas",35.440945386257326,-100.27874671997722,"(35.4517989, -100.263138)","(35.4300859, -100.2943469)",1859.6399565502443
"Wilbarger, Texas",34.1470291765545,-99.21659213778679,"(34.4588019, -98.952296)","(33.833799, -99.47565)",42284.91917816629
"Willacy, Texas",26.45824708232222,-97.586475644016,"(26.6117691, -97.167369)","(26.299269, -98.0042069)",45255.6181828407
"Winkler, Texas",31.87025914204114,-103.06394725649574,"(32.08724, -102.7975521)","(31.65130599999999, -103.327538)",34828.48594478046
"Wood, Texas",32.778039970331655,-95.40953710940497,"(33.013469, -95.149962)","(32.540959, -95.66538890000001)",35658.84958561414
"Yoakum, Texas",29.293147245222794,-97.14675265139846,"(29.319164, -97.1269849)","(29.267121, -97.166485)",3464.6705757183504
"Young, Texas",33.17585048690848,-98.6889018221751,"(33.397534, -98.42043609999999)","(32.9523, -98.9540969)",35069.73450687921
"Zapata, Texas",26.909325280858848,-99.26112594750832,"(26.9448569, -99.22930009999999)","(26.8737601, -99.292884)",5048.8807355232675
"Zavala, Texas",31.159157956646812,-94.41737031485188,"(31.1757151, -94.40190989999999)","(31.1425951, -94.43281379999999)",2354.2363479736664
"Box Elder, Utah",41.511381968333644,-112.96807836897081,"(42.0012459, -111.8731969)","(40.9999258, -114.0425561)",106467.69289407876
"Cache, Utah",41.834379089165736,-111.99747403097717,"(41.8535001, -111.9514379)","(41.8152199, -112.0434781)",4374.404207187387
"Davis, Utah",40.964902209828224,-112.11739019905943,"(41.153644, -111.7385751)","(40.77345, -112.4933929)",38167.52509985871
"Juab, Utah",39.67629461834657,-112.82096273110994,"(40.011569, -111.584836)","(39.3144549, -114.0477829)",112916.70943296398
"Salt Lake, Utah",40.77691215580079,-111.92072753077105,"(40.8529699, -111.7394581)","(40.700246, -112.101512)",17483.247431808795
"Utah, Utah",39.566201658924534,-111.71002743049627,"(42.001618, -109.0410581)","(36.99790309999999, -114.0529979)",351951.17225629935
"Washington, Utah",37.1181471941686,-113.4792670265863,"(37.1912612, -113.4216337)","(37.0449575, -113.5366738)",9594.338473998117
"Weber, Utah",41.25781955461959,-111.95815790931549,"(41.433836, -111.4200501)","(41.0767351, -112.4933929)",49214.43496840324
"Beaver, Utah",38.26436051055699,-112.63678281592524,"(38.308351, -112.6108699)","(38.220358, -112.662624)",5383.658533626465
"Carbon, Utah",39.6449457590655,-110.56184421057843,"(39.8142231, -109.873899)","(39.467331, -111.2475021)",62140.113243388194
"Duchesne, Utah",40.17859396275531,-110.39388800145062,"(40.202145, -110.3748489)","(40.1550359, -110.412901)",3076.8788916221056
"Iron, Utah",37.817827639189716,-113.26367847096994,"(38.149231, -112.466936)","(37.47407880000001, -114.052478)",79382.97103443196
"Kane, Utah",37.28343168168849,-111.77188054534928,"(37.5433979, -110.6388961)","(37.0003839, -112.9014689)",105159.83503372414
"Millard, Utah",39.07451861393899,-113.04092569172991,"(39.557954, -112.0141279)","(38.570707, -114.0501541)",103967.63155833844
"Rich, Utah",41.5716100004411,-111.28217115905014,"(42.001618, -111.045789)","(41.1410089, -111.5116841)",51644.77220605795
"San Juan, Utah",37.76433080177939,-110.24507451011837,"(38.4999896, -109.0410581)","(36.99790309999999, -111.4122939)",133870.80537529793
"Sanpete, Utah",39.424233510652385,-111.63555981250518,"(39.8132689, -111.2470239)","(39.03205, -112.016247)",54577.60997253206
Sevier CountyUtah,38.77744156724003,-111.91298740994593,"(39.045642, -111.2980279)","(38.501866, -112.5224259)",61246.907592880365
Summit CountyUtah,40.906466404292686,-110.83015007649112,"(41.25177900000001, -110.000708)","(40.5484329, -111.6490731)",79793.66893035716
"Uintah, Utah",41.14314444830155,-111.93167884221504,"(41.1492862, -111.9028008)","(41.136989, -111.9605541)",2518.813624963724
"Wasatch, Utah",40.29639752455877,-111.2603283253395,"(40.69094800000001, -110.891782)","(39.8991459, -111.620968)",53811.67905948934
"Franklin, Vermont",44.96831052486855,-72.90781022513444,"(45.016658, -72.8219479)","(44.91988, -72.9933836)",8643.663252588574
"Grand Isle, Vermont",44.72884816957214,-73.3000401657428,"(44.7824979, -73.227941)","(44.67516089999999, -73.371872)",8254.463814736737
"Bennington, Vermont",42.87164939631961,-73.1858687200178,"(42.893334, -73.1498491)","(42.8499501, -73.2218339)",3802.937111453275
"Essex, Vermont",44.51931426338875,-73.06443432708703,"(44.5704909, -72.971138)","(44.46803509999999, -73.1573981)",9343.97774818467
"Lamoille, Vermont",44.60020373695783,-72.64964686668348,"(44.801587, -72.368151)","(44.398224, -72.927241)",31599.986631930464
"Orange, Vermont",44.15676539545111,-72.37415799824214,"(44.220979, -72.30498)","(44.092546, -72.4430319)",9027.788301188424
"Orleans, Vermont",44.77615312612145,-72.22925564426316,"(45.0088699, -71.87466)","(44.542336, -72.5781609)",38123.98829397345
"Rutland, Vermont",43.60862836582671,-72.97848126577468,"(43.6311689, -72.945458)","(43.586078, -73.0114529)",3657.4351419569957
"Washington, Vermont",44.070798840962624,-72.42530889773015,"(44.133085, -72.348089)","(44.008482, -72.50219779999999)",9280.452211061927
"Windham, Vermont",43.177649387297116,-72.72591038003316,"(43.23324909999999, -72.67716)","(43.122066, -72.77447590000001)",7338.3367097776545
"Windsor, Vermont",43.477018631115556,-72.41806861134299,"(43.5251879, -72.380301)","(43.428868, -72.455713)",6162.038638642862
"Albemarle, Virginia",38.000707321941306,-78.52677065280423,"(38.277923, -78.208092)","(37.722657, -78.8392109)",41561.076100889775
"Amelia, Virginia",37.34592626721735,-77.94640407583867,"(37.4980521, -77.648911)","(37.192197, -78.240748)",31281.028499616936
"Amherst, Virginia",37.584419299592696,-79.0522256775062,"(37.61204610000001, -79.023814)","(37.556788, -79.080581)",3961.966834166884
"Appomattox, Virginia",37.35704898640668,-78.82991251680788,"(37.3719849, -78.80908300000002)","(37.342107, -78.85072009999999)",2480.4264581159387
"Arlington, Virginia",38.88084268198923,-77.10228817864025,"(38.934343, -77.03214299999999)","(38.82729, -77.17216909999999)",8502.579879032537
"Augusta, Virginia",38.18067975117372,-79.1454126535676,"(38.477844, -78.7492961)","(37.88158680000001, -79.533311)",47829.95835851624
"Bedford, Virginia",37.33580135636483,-79.52335731640113,"(37.3562261, -79.487211)","(37.315353, -79.5594528)",3923.8311781891052
"Botetourt, Virginia",37.55551617729401,-79.78866426696648,"(37.800989, -79.49855289999999)","(37.309177, -80.0737499)",37379.81029918351
"Buckingham, Virginia",37.563731982672046,-78.53900375116727,"(37.796886, -78.2397221)","(37.329553, -78.833365)",36968.08067266208
"Campbell, Virginia",37.22872606851012,-79.13577533284715,"(37.433663, -78.824209)","(37.0222878, -79.4428839)",35773.68761936018
"Caroline, Virginia",38.014897334126914,-77.35847212672448,"(38.252742, -77.06871000000001)","(37.776297, -77.643367)",36638.203806408936
"Chesterfield, Virginia",37.38205074526756,-77.51215963280008,"(37.3961309, -77.48645789999999)","(37.3679591, -77.537836)",2760.8626942875667
"Clarke, Virginia",39.12210502570729,-77.99088513681559,"(39.264534, -77.8281569)","(38.979479, -78.15198099999999)",21157.995049445788
"Craig, Virginia",37.48810143598141,-80.22383944785489,"(37.6602899, -79.969037)","(37.314901, -80.475601)",29527.412711448378
"Culpeper, Virginia",38.47061700434444,-78.00026478226512,"(38.495747, -77.97192489999999)","(38.445481, -78.0285541)",3727.7547767587703
"Dinwiddie, Virginia",37.07272049375375,-77.64928448223112,"(37.2709708, -77.3946449)","(36.87375189999999, -77.90033790000001)",31551.77288466764
"Fairfax, Virginia",38.852252981574935,-77.30186048339796,"(38.8716918, -77.268624)","(38.832797, -77.3350519)",3602.5719282768046
"Fauquier, Virginia",38.71155653482621,-77.83411748336728,"(39.013709, -77.530914)","(38.409155, -78.130849)",42633.951904508074
"Floyd, Virginia",36.911744531449635,-80.31833982618504,"(36.91682, -80.31020590000001)","(36.9066679, -80.32647089999999)",917.9486745358155
"Fluvanna, Virginia",37.84864839853824,-78.27822083069228,"(38.006399, -78.0624809)","(37.690308, -78.491567)",25813.82012642099
"Franklin, Virginia",36.67790005836624,-76.93958620572313,"(36.708653, -76.90967189999999)","(36.647146, -76.9694339)",4335.154443248822
"Frederick, Virginia",39.23718167618645,-78.29065213787084,"(39.466012, -78.03307389999999)","(39.0078839, -78.54409)",33739.63571294772
"Giles, Virginia",37.315358698667325,-80.72557712554786,"(37.48167189999999, -80.4333608)","(37.1474819, -81.014489)",31783.415323332698
"Gloucester, Virginia",37.41836533634613,-76.50975388935724,"(37.6031739, -76.3045001)","(37.2333159, -76.71230489999999)",27386.707304165127
"Greene, Virginia",38.33034073465811,-78.47551267302502,"(38.4755079, -78.285918)","(38.184757, -78.663174)",23107.001119975
"Hanover, Virginia",37.76748078439326,-77.3716279882301,"(37.779699, -77.35897709999999)","(37.7552619, -77.3842678)",1755.3737531562247
"Henrico, Virginia",37.53152377413091,-77.41752923553341,"(37.7104111, -77.1771049)","(37.3519541, -77.6549109)",29063.996501968897
"Isle of Wight, Virginia",36.898937204053446,-76.69002205973474,"(37.15382700000001, -76.445301)","(36.6440501, -76.9302721)",35697.83626492762
"King William, Virginia",37.68779803064658,-77.02198292196313,"(37.707281, -76.99758)","(37.66830909999999, -77.04635200000001)",3050.8713775034535
"Loudoun, Virginia",39.086055674634004,-77.64687125695195,"(39.324598, -77.3262419)","(38.846368, -77.9621569)",38318.69100914901
"Mathews, Virginia",37.41039326918672,-76.29484718607561,"(37.54222, -76.1363011)","(37.2783609, -76.451904)",20266.638983906225
"Montgomery, Virginia",37.17438491962951,-80.39720397775548,"(37.3667919, -80.17639779999999)","(36.981477, -80.6149989)",28974.76288992959
Nelson CountyVirginia,37.79180593981347,-78.90879013784645,"(38.0475649, -78.6407799)","(37.5356418, -79.1719261)",36894.61733465465
"New Kent, Virginia",37.50282229362131,-76.98959805021951,"(37.6268868, -76.741984)","(37.3776651, -77.235057)",25849.220167696603
"Powhatan, Virginia",37.54182706249243,-77.91480960287724,"(37.5507627, -77.8989404)","(37.5328871, -77.9306689)",1717.6198133097707
"Prince George, Virginia",37.1572974101706,-77.18707066306739,"(37.321092, -76.972439)","(36.992985, -77.3992031)",26327.738750407843
"Prince William, Virginia",38.72208651683664,-77.46923639833601,"(38.942822, -77.21898879999999)","(38.500926, -77.715591)",32750.788976194373
